ID	Index	Contig	GC	Length	Coverage	Superkingdom	Kingdom	Phylum	Class	Order	Family	Species	N. genes	Cox1	Genes list
NCBN001861_B10_RMNH_INS_25466	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCBN001861_B11_RMNH_INS_25534	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCBN002884_B12_MZLU00236121	0	NCBN002884_B12_MZLU00236121_contig0	0.2077	1016	22.3907	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Crambidae	Cnaphalocrocis medinalis	2	0	cob,nad1
NCBN002884_B12_MZLU00236121	1	NCBN002884_B12_MZLU00236121_contig1	0.2052	2856	20.2293	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Triodia sylvina	5	0	atp6,atp8,cox2,cox3,nad3
NCBN002884_B12_MZLU00236121	2	NCBN002884_B12_MZLU00236121_contig2	0.2144	886	18.991	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Sphingidae	Ambulyx substrigilis	2	0	cob,nad6
NCBN002884_B12_MZLU00236121	3	NCBN002884_B12_MZLU00236121_contig3	0.211	1673	16.9564	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Tortricidae	Choristoneura conflictana	2	1	cox1,nad2
NCBN002884_B12_MZLU00236121	4	NCBN002884_B12_MZLU00236121_contig4	0.1603	2552	26.7363	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Crambidae	Cnaphalocrocis medinalis	5	0	nad4,nad4l,nad5_0,nad5_1,nad6
NCBN002884_B12_MZLU00236121	5	NCBN002884_B12_MZLU00236121_contig5	0.2341	1209	17.0769	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Tortricidae	Choristoneura murinana	2	1	cox1,cox2
NCBN002890_C01_RMNH_INS_1719804	0	NCBN002890_C01_RMNH_INS_1719804_circular	0.1921	15245	269.8497	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Endoxyla cinereus	18	1	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4l,nad5,nad6,rrnL_0,rrnL_1,rrnS_0,rrnS_1,rrnS_2
NCBN002890_C02_RMNH_INS_1719808	0	NCBN002890_C02_RMNH_INS_1719808_contig0	0.2477	1978	42.6749	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Crambidae	Paracymoriza distinctalis	2	1	cox1,cox2
NCBN002890_C02_RMNH_INS_1719808	1	NCBN002890_C02_RMNH_INS_1719808_contig1	0.2055	1937	43.6438	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Ambulyx schauffelbergeri	3	0	cox1_0,cox1_1,nad2
NCBN002890_C02_RMNH_INS_1719808	2	NCBN002890_C02_RMNH_INS_1719808_contig2	0.1484	546	65.3736	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Actinotia intermediata	2	0	atp6,atp8
NCBN002890_C02_RMNH_INS_1719808	3	NCBN002890_C02_RMNH_INS_1719808_contig3	0.1928	923	61.5341	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Noctuidae	Actebia praecox	1	0	nad1
NCBN002890_C02_RMNH_INS_1719808	4	NCBN002890_C02_RMNH_INS_1719808_contig4	0.1891	2285	63.0582	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Maruca vitrata	4	0	cob,nad4,nad4l,nad6
NCBN002890_C02_RMNH_INS_1719808	5	NCBN002890_C02_RMNH_INS_1719808_contig5	0.19	4701	69.1347	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Noctuidae	Cucullia pustulata	4	0	cox3,nad3,nad4,nad5
NCBN002890_C03_RMNH_INS_1719813	0	NCBN002890_C03_RMNH_INS_1719813_contig0	0.168	518	59.2085	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Saturniidae	Endoclita signifer	1	0	nad4
NCBN002890_C03_RMNH_INS_1719813	1	NCBN002890_C03_RMNH_INS_1719813_contig1	0.1647	941	44.0871	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Sphingidae	Ambulyx schauffelbergeri	2	1	cox1,nad2
NCBN002890_C03_RMNH_INS_1719813	2	NCBN002890_C03_RMNH_INS_1719813_contig2	0.2006	967	41.2151	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Noctuidae	Pyrgus maculatus	2	0	cob,nad1
NCBN002890_C03_RMNH_INS_1719813	3	NCBN002890_C03_RMNH_INS_1719813_contig3	0.2069	817	27.3868	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Noctuidae	Actebia praecox	1	0	nad1
NCBN002890_C03_RMNH_INS_1719813	4	NCBN002890_C03_RMNH_INS_1719813_contig4	0.2658	489	21.7178	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Papilionidae	Parnassius apollonius	1	0	cox3
NCBN002890_C03_RMNH_INS_1719813	5	NCBN002890_C03_RMNH_INS_1719813_contig5	0.1302	1252	84.3562	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Tortricidae	Choristoneura murinana	3	0	nad4,nad4l,nad6
NCBN002890_C03_RMNH_INS_1719813	6	NCBN002890_C03_RMNH_INS_1719813_contig6	0.203	1074	34.8762	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Papilionidae	Phocoderma betis	3	0	atp6,atp8,cox3
NCBN002890_C03_RMNH_INS_1719813	7	NCBN002890_C03_RMNH_INS_1719813_contig7	0.1865	2584	45.0848	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Crambidae	Cnaphalocrocis patnalis	3	0	cox3,nad3,nad5
NCBN002890_C03_RMNH_INS_1719813	8	NCBN002890_C03_RMNH_INS_1719813_contig8	0.2525	1679	28.9625	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Crambidae	Cucullia pustulata	2	1	cox1,cox2
NCBN002890_C04_RMNH_INS_1719824	0	NCBN002890_C04_RMNH_INS_1719824_contig0	0.285	758	45.1953	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Papilionidae	Parnassius eversmanni	1	1	cox1
NCBN002890_C04_RMNH_INS_1719824	1	NCBN002890_C04_RMNH_INS_1719824_contig1	0.1818	2321	87.5644	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Noctuidae	Pseudonoorda nigropunctalis	3	0	cox3,nad3,nad5
NCBN002890_C04_RMNH_INS_1719824	2	NCBN002890_C04_RMNH_INS_1719824_contig2	0.2125	1619	70.1007	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Crambidae	Pycnarmon lactiferalis	3	0	atp6,atp8,cox3
NCBN002890_C04_RMNH_INS_1719824	3	NCBN002890_C04_RMNH_INS_1719824_contig3	0.2211	1253	55.32	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Crambidae	Pycnarmon lactiferalis	3	0	cox1_0,cox1_1,cox2
NCBN002890_C04_RMNH_INS_1719824	4	NCBN002890_C04_RMNH_INS_1719824_contig4	0.2073	2952	77.5112	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Ahlbergia frivaldszkyi	3	0	cob,nad1,nad6
NCBN002890_C04_RMNH_INS_1719824	5	NCBN002890_C04_RMNH_INS_1719824_contig5	0.1738	2215	93.7661	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Papilionidae	Triodia sylvina	5	0	nad4,nad4l,nad5_0,nad5_1,nad6
NCBN002890_C04_RMNH_INS_1719824	6	NCBN002890_C04_RMNH_INS_1719824_contig6	0.1407	3576	95.5425	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Papilionidae	Dusungwua basinigra	5	0	nad2,rrnL,rrnS_0,rrnS_1,rrnS_2
NCBN002890_C05_RMNH_INS_25263	0	NCBN002890_C05_RMNH_INS_25263_contig0	0.1933	15174	158.0084	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Crambidae	Omiodes indicata	18	1	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4_0,nad4_1,nad4l,nad5,nad6,rrnL,rrnS_0,rrnS_1,rrnS_2
NCBN002890_C06_RMNH_INS_25608	0	NCBN002890_C06_RMNH_INS_25608_contig0	0.2109	15348	838.771	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Papilionidae	Prophantis adusta	15	1	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4l,nad5,nad6,rrnL,rrnS
NCBN001861_C07_RMNH_INS_25525	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCBN002890_C07_RMNH_INS_25677	0	NCBN002890_C07_RMNH_INS_25677_circular	0.1877	15151	1363.9477	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Parnassius andreji	15	1	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4l,nad5,nad6,rrnL,rrnS
NCBN002884_C08_RMNH_INS_30287	0	NCBN002884_C08_RMNH_INS_30287_circular	0.1929	15184	1446.7575	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Hepialidae	Chilo suppressalis	15	1	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4l,nad5,nad6,rrnL,rrnS
NCBN002890_C08_RMNH_INS_25683	0	NCBN002890_C08_RMNH_INS_25683_contig0	0.1998	15093	477.8638	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Crambidae	Pseudonoorda nigropunctalis	17	1	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4l,nad5,nad6,rrnL,rrnS_0,rrnS_1,rrnS_2
NCBN001861_C09_RMNH_INS_25526	0	NCBN001861_C09_RMNH_INS_25526_contig0	0.2286	560	11.1411	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Noctuidae	Prays oleae	1	0	cox2
NCBN001861_C09_RMNH_INS_25526	1	NCBN001861_C09_RMNH_INS_25526_contig1	0.3065	1253	14.4804	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Papilionidae	Zerynthia polyxena	1	1	cox1
NCBN001861_C09_RMNH_INS_25526	2	NCBN001861_C09_RMNH_INS_25526_contig2	0.2168	798	10.6216	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Pyralidae	Cerace xanthocosma	1	0	nad5
NCBN001861_C09_RMNH_INS_25526	3	NCBN001861_C09_RMNH_INS_25526_contig3	0.2455	1348	17.8546	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Crambidae	Sinomphisa plagialis	3	0	atp6,cox3,nad3
NCBN001861_C10_RMNH_INS_25473	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCBN001861_C11_RMNH_INS_25539	0	NCBN001861_C11_RMNH_INS_25539_contig0	0.146	322	4.3727	no-hit	no-hit	no-hit	no-hit	no-hit	no-hit	no-hit	1	0	nad5
NCBN001861_C11_RMNH_INS_25539	1	NCBN001861_C11_RMNH_INS_25539_contig1	0.1562	512	9.1973	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Sphingidae	Xanthabraxas hemionata	3	0	nad4_0,nad4_1,nad4l
NCBN001861_C11_RMNH_INS_25539	2	NCBN001861_C11_RMNH_INS_25539_contig2	0.2123	457	12.5295	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Hesperiidae	Leptalina unicolor	1	0	nad1
NCBN001861_C11_RMNH_INS_25539	3	NCBN001861_C11_RMNH_INS_25539_contig3	0.3007	735	10.7347	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Papilionidae	Zerynthia polyxena	1	1	cox1
NCBN002884_C12_RMNH_INS_25629	0	NCBN002884_C12_RMNH_INS_25629_contig0	0.1268	623	12.8266	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Papilionidae	Graphium sarpedon	3	0	nad4_0,nad4_1,nad4l
NCBN002884_C12_RMNH_INS_25629	1	NCBN002884_C12_RMNH_INS_25629_contig1	0.184	413	25.8354	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Parantica melaneus	1	0	nad2
NCBN002884_C12_RMNH_INS_25629	2	NCBN002884_C12_RMNH_INS_25629_contig2	0.1977	779	19.7099	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Hepialidae	Triodia sylvina	3	0	atp6,atp8,cox2
NCBN002884_C12_RMNH_INS_25629	3	NCBN002884_C12_RMNH_INS_25629_contig3	0.1661	644	23.8571	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Papilionidae	Sphragifera sigillata	1	0	nad5
NCBN002884_C12_RMNH_INS_25629	4	NCBN002884_C12_RMNH_INS_25629_contig4	0.1851	1264	17.9573	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Crambidae	Tyspanodes hypsalis	1	0	nad4
NCBN002884_C12_RMNH_INS_25629	5	NCBN002884_C12_RMNH_INS_25629_contig5	0.1578	393	13.5267	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Crambidae	Westermannia superba	1	0	nad6
NCBN002884_C12_RMNH_INS_25629	6	NCBN002884_C12_RMNH_INS_25629_contig6	0.2398	2239	22.8106	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Papilionidae	Parnassius mnemosyne	3	1	cox1,cox2,nad2
NCBN002884_C12_RMNH_INS_25629	7	NCBN002884_C12_RMNH_INS_25629_contig7	0.1996	1538	24.6717	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Noctuidae	Athetis thoracica	2	0	cob,nad1
NCBN002884_C12_RMNH_INS_25629	8	NCBN002884_C12_RMNH_INS_25629_contig8	0.2245	815	22.8356	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Protantigius superans	2	0	cob,nad6
NCBN002884_C12_RMNH_INS_25629	9	NCBN002884_C12_RMNH_INS_25629_contig9	0.1947	2029	20.4771	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Sphingidae	Pseudoips prasinana	3	0	cox3,nad3,nad5
NCBN002890_D01_RMNH_INS_21715	0	NCBN002890_D01_RMNH_INS_21715_contig0	0.1538	546	68.6502	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Erebidae	Ophthalmitis albosignaria	1	0	nad3
NCBN002890_D01_RMNH_INS_21715	1	NCBN002890_D01_RMNH_INS_21715_contig1	0.2528	981	58.6402	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Papilionidae	Polypogon tarsicrinata	2	0	atp6,cox3
NCBN002890_D01_RMNH_INS_21715	2	NCBN002890_D01_RMNH_INS_21715_contig2	0.204	892	70.583	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Papilionidae	Parnassius acco	2	0	cob,nad1
NCBN002890_D01_RMNH_INS_21715	3	NCBN002890_D01_RMNH_INS_21715_contig3	0.1455	701	127.0328	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Papilionidae	Choristoneura murinana	3	0	nad4,nad4l,nad6
NCBN002890_D01_RMNH_INS_21715	4	NCBN002890_D01_RMNH_INS_21715_contig4	0.2902	1058	52.0274	no-hit	Metazoa	Arthropoda	Insecta	Lepidoptera	Papilionidae	Zerynthia polyxena	1	1	cox1
